Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Year,Month,Day,Hour,Minute
2,1,2,0,0,1,75,Not Fraud,2023,6,22,5,45
5,1,0,300,70,1,82,Fraud,2023,6,23,8,15
6,0,1,120,120,1,63,Not Fraud,2023,6,24,10,30
4,1,1,110,110,1,67,Not Fraud,2023,6,25,12,45
3,0,0,140,140,1,74,Not Fraud,2023,6,26,15,15
0,1,0,300,300,1,79,Not Fraud,2023,6,27,17,30
1,0,2,70,70,1,55,Not Fraud,2023,6,28,19,45
2,1,2,0,0,1,68,Not Fraud,2023,6,29,22,15
5,0,0,300,300,1,72,Not Fraud,2023,7,1,0,30
6,1,1,120,120,1,60,Not Fraud,2023,7,2,2,45
4,0,1,110,110,1,75,Not Fraud,2023,7,3,5,15
3,1,0,140,140,1,78,Not Fraud,2023,7,4,7,30
0,0,0,300,300,1,68,Not Fraud,2023,7,5,9,45
1,1,2,70,70,1,65,Not Fraud,2023,7,6,12,15
2,1,2,0,0,1,70,Not Fraud,2023,7,7,14,30
5,1,0,300,100,1,82,Fraud,2023,7,8,16,45
6,0,1,120,120,1,77,Not Fraud,2023,7,9,19,15
4,1,1,110,110,1,55,Not Fraud,2023,7,10,21,30
3,0,0,140,140,1,67,Not Fraud,2023,7,11,23,45
0,1,0,300,300,1,73,Not Fraud,2023,7,13,2,15
1,0,2,70,70,1,68,Not Fraud,2023,7,14,4,30
2,1,2,0,0,1,75,Not Fraud,2023,7,15,6,45
5,0,0,300,300,1,80,Not Fraud,2023,7,16,9,15
6,1,1,120,120,1,63,Not Fraud,2023,7,17,11,30
4,0,1,110,110,1,72,Not Fraud,2023,7,18,13,45
3,1,0,140,140,1,58,Not Fraud,2023,7,19,16,15
0,0,0,300,60,1,68,Fraud,2023,7,20,18,30
1,1,2,70,50,1,70,Fraud,2023,7,21,20,45
2,1,2,0,0,1,75,Not Fraud,2023,7,22,23,0
5,1,0,300,300,1,65,Not Fraud,2023,7,24,1,30
6,0,1,120,70,1,62,Fraud,2023,7,25,3,45
4,1,1,110,90,1,77,Fraud,2023,7,26,6,0
3,0,0,140,110,1,80,Fraud,2023,7,27,8,30
0,1,0,300,300,1,68,Not Fraud,2023,7,28,10,45
1,0,2,70,70,1,72,Not Fraud,2023,7,29,13,0
2,1,2,0,0,1,75,Not Fraud,2023,7,30,15,30
5,0,0,300,300,1,58,Not Fraud,2023,7,31,17,45
6,1,1,120,120,1,63,Not Fraud,2023,8,2,22,30
4,0,1,110,110,1,70,Not Fraud,2023,8,4,0,45
3,1,0,140,140,1,74,Not Fraud,2023,8,5,3,15
0,0,0,300,300,1,79,Not Fraud,2023,8,6,5,30
1,1,2,70,70,1,65,Not Fraud,2023,8,7,7,45
2,1,2,0,0,1,68,Not Fraud,2023,8,8,10,15
5,1,0,300,110,1,82,Fraud,2023,8,9,12,30
6,0,1,120,120,1,60,Not Fraud,2023,8,10,14,45
4,1,1,110,70,1,72,Fraud,2023,8,11,17,15
3,0,0,140,140,1,75,Not Fraud,2023,8,12,19,30
0,1,0,300,300,1,68,Not Fraud,2023,8,13,21,45
1,0,2,70,70,1,70,Not Fraud,2023,8,15,0,15
2,1,2,0,0,1,55,Not Fraud,2023,8,16,2,30
5,0,0,300,300,1,57,Not Fraud,2023,8,17,4,45
6,1,1,120,60,1,111,Fraud,2023,8,18,7,15
4,0,1,110,110,1,64,Not Fraud,2023,8,19,9,30
3,1,0,140,140,1,118,Not Fraud,2023,8,20,11,45
0,0,0,300,300,1,39,Not Fraud,2023,8,21,14,15
1,1,2,70,70,1,88,Not Fraud,2023,8,22,16,30
2,1,2,0,0,1,55,Not Fraud,2023,8,23,18,45
5,1,0,300,300,1,102,Not Fraud,2023,8,24,21,15
6,0,1,120,120,1,43,Not Fraud,2023,8,26,23,30
4,1,1,110,110,1,75,Not Fraud,2023,8,28,1,45
3,0,0,140,140,1,40,Not Fraud,2023,8,29,4,15
0,1,0,300,60,1,62,Fraud,2023,8,30,6,30
1,0,2,70,70,1,38,Not Fraud,2023,8,31,8,45
2,1,2,0,0,1,65,Not Fraud,2023,9,1,11,15
5,0,0,300,300,1,42,Not Fraud,2023,9,2,13,30
6,1,1,120,120,1,55,Not Fraud,2023,9,3,15,45
4,0,1,110,110,1,48,Not Fraud,2023,9,4,18,15
3,1,0,140,140,1,50,Not Fraud,2023,9,5,20,30
0,0,0,300,300,1,58,Not Fraud,2023,9,6,22,45
1,1,2,70,90,1,46,Fraud,2023,9,8,1,15
2,1,2,0,0,1,53,Not Fraud,2023,9,9,3,30
5,1,0,300,300,1,47,Not Fraud,2023,9,10,5,45
6,0,1,120,110,1,51,Fraud,2023,9,11,8,15
4,1,1,110,110,1,44,Not Fraud,2023,9,12,10,30
3,0,0,140,140,1,59,Not Fraud,2023,9,13,12,45
0,1,0,300,300,1,54,Not Fraud,2023,9,14,15,15
1,0,2,70,70,1,43,Not Fraud,2023,9,15,17,30
2,1,2,0,0,1,56,Not Fraud,2023,9,16,19,45
5,0,0,300,300,1,52,Not Fraud,2023,9,17,22,15
6,1,1,120,120,1,45,Not Fraud,2023,9,19,0,30
4,0,1,110,110,1,57,Not Fraud,2023,9,20,2,45
3,1,0,140,140,1,49,Not Fraud,2023,9,21,5,15
0,0,0,300,300,1,60,Not Fraud,2023,9,22,7,30
1,1,2,70,70,1,41,Not Fraud,2023,9,23,9,45
2,1,2,0,0,1,63,Not Fraud,2023,9,24,12,15
5,1,0,300,300,1,39,Not Fraud,2023,9,25,14,30
6,0,1,120,120,1,66,Not Fraud,2023,9,26,16,45
4,1,1,110,90,1,43,Fraud,2023,9,28,21,30
3,0,0,140,140,1,61,Not Fraud,2023,9,30,23,45
0,1,0,300,300,1,37,Not Fraud,2023,10,2,2,15
1,0,2,70,70,1,54,Not Fraud,2023,10,3,4,30
2,1,2,0,0,1,46,Not Fraud,2023,10,4,6,45
5,0,0,300,120,1,55,Fraud,2023,10,5,9,15
6,1,1,120,120,1,49,Not Fraud,2023,10,6,11,30
4,0,1,110,70,1,60,Fraud,2023,10,7,13,45
3,1,0,140,140,1,42,Not Fraud,2023,10,8,16,15
0,0,0,300,300,1,57,Not Fraud,2023,10,9,18,30
1,1,2,70,70,1,48,Not Fraud,2023,10,10,20,45
2,1,2,0,0,1,52,Not Fraud,2023,10,11,23,0
5,1,0,300,300,1,45,Not Fraud,2023,10,13,1,30
6,0,1,120,110,1,59,Fraud,2023,10,14,3,45
4,1,1,110,60,1,53,Fraud,2023,10,15,6,0
3,0,0,140,110,1,47,Fraud,2023,10,17,10,30
0,1,0,300,300,1,51,Not Fraud,2023,10,18,12,45
1,0,2,70,70,1,44,Not Fraud,2023,10,19,15,15
2,1,2,0,0,1,58,Not Fraud,2023,10,20,17,30
5,0,0,300,300,1,54,Not Fraud,2023,10,21,19,45
6,1,1,120,120,1,43,Not Fraud,2023,10,23,22,15
4,0,1,110,110,1,56,Not Fraud,2023,10,25,0,30
3,1,0,140,70,1,50,Fraud,2023,10,26,2,45
0,0,0,300,90,1,45,Fraud,2023,10,27,5,15
1,1,2,70,70,1,55,Not Fraud,2023,10,28,7,30
2,1,2,0,0,1,48,Not Fraud,2023,10,29,9,45
5,1,0,300,300,1,60,Not Fraud,2023,10,30,12,15
6,0,1,120,120,1,42,Not Fraud,2023,10,31,14,30
4,1,1,110,110,1,57,Not Fraud,2023,11,1,16,45
3,0,0,140,140,1,49,Not Fraud,2023,11,2,19,15
0,1,0,300,300,1,52,Not Fraud,2023,11,3,21,30
1,0,2,70,70,1,46,Not Fraud,2023,11,4,23,45
2,1,2,0,0,1,58,Not Fraud,2023,11,6,2,15
5,0,0,300,140,1,53,Fraud,2023,11,7,4,30
6,1,1,120,100,1,47,Fraud,2023,11,8,6,45
4,0,1,110,110,1,51,Not Fraud,2023,11,9,9,15
3,1,0,140,140,1,44,Not Fraud,2023,11,10,11,30
0,0,0,300,300,1,59,Not Fraud,2023,11,11,13,45
1,1,2,70,100,1,54,Fraud,2023,11,12,16,15
2,1,2,0,0,1,43,Not Fraud,2023,11,13,18,30
5,1,0,300,300,1,56,Not Fraud,2023,11,14,20,45
6,0,1,120,70,1,50,Fraud,2023,11,16,23,15
4,1,1,110,110,1,45,Not Fraud,2023,11,18,1,30
3,0,0,140,140,1,55,Not Fraud,2023,11,19,3,45
0,1,0,300,300,1,48,Not Fraud,2023,11,20,6,15
1,0,2,70,70,1,60,Not Fraud,2023,11,21,8,30
2,1,2,0,0,1,42,Not Fraud,2023,11,22,10,45
5,0,0,300,100,1,57,Fraud,2023,11,23,13,15
6,1,1,120,120,1,49,Not Fraud,2023,11,24,15,30
4,0,1,110,110,1,52,Not Fraud,2023,11,25,17,45
3,1,0,140,140,1,46,Not Fraud,2023,11,26,20,15
0,0,0,300,100,1,58,Fraud,2023,11,27,22,30
1,1,2,70,70,1,53,Not Fraud,2023,11,29,0,45
2,1,2,0,0,1,47,Not Fraud,2023,11,30,3,15
5,1,0,300,300,1,51,Not Fraud,2023,12,1,5,30
6,0,1,120,120,1,44,Not Fraud,2023,12,2,7,45
4,1,1,110,100,1,59,Fraud,2023,12,3,10,15
3,0,0,140,140,1,54,Not Fraud,2023,12,4,12,30
0,1,0,300,70,1,43,Fraud,2023,12,5,14,45
1,0,2,70,70,1,56,Not Fraud,2023,12,6,17,15
2,1,2,0,0,1,50,Not Fraud,2023,12,7,19,30
5,0,0,300,300,1,45,Not Fraud,2023,12,8,21,45
6,1,1,120,120,1,55,Not Fraud,2023,12,10,0,15
4,0,1,110,110,1,48,Not Fraud,2023,12,11,2,30
3,1,0,140,140,1,60,Not Fraud,2023,12,12,4,45
0,0,0,300,300,1,42,Not Fraud,2023,12,13,7,15
1,1,2,70,70,1,57,Not Fraud,2023,12,14,9,30
2,1,2,0,0,1,49,Not Fraud,2023,12,15,11,45
5,1,0,300,300,1,52,Not Fraud,2023,12,16,14,15
6,0,1,120,110,1,46,Fraud,2023,12,17,16,30
4,1,1,110,110,1,58,Not Fraud,2023,12,18,18,45
3,0,0,140,60,1,53,Fraud,2023,12,20,21,15
0,1,0,300,300,1,47,Not Fraud,2023,12,22,23,30
1,0,2,70,0,1,45,Fraud,2023,12,24,1,45
2,1,2,0,0,1,50,Not Fraud,2023,12,25,4,15
5,0,0,300,300,1,55,Not Fraud,2023,12,26,6,30
6,1,1,120,60,1,48,Fraud,2023,12,27,8,45
4,0,1,110,110,1,60,Not Fraud,2023,12,28,11,15
3,1,0,140,120,1,42,Fraud,2023,12,29,13,30
0,0,0,300,300,1,57,Not Fraud,2023,12,30,15,45
1,1,2,70,70,1,49,Not Fraud,2023,12,31,18,15
2,1,2,0,0,1,52,Not Fraud,2023,1,1,0,0
5,1,0,300,300,1,46,Not Fraud,2023,1,2,1,30
6,0,1,120,120,1,58,Not Fraud,2023,1,3,3,45
4,1,1,110,110,1,53,Not Fraud,2023,1,4,6,15
3,0,0,140,140,1,47,Not Fraud,2023,1,5,8,30
0,1,0,300,300,1,51,Not Fraud,2023,1,6,10,45
1,0,2,70,70,1,44,Not Fraud,2023,1,7,13,15
2,1,2,0,0,1,59,Not Fraud,2023,1,8,15,30
5,0,0,300,300,1,54,Not Fraud,2023,1,9,17,45
6,1,1,120,120,1,43,Not Fraud,2023,1,10,20,15
4,0,1,110,90,1,56,Fraud,2023,1,11,22,30
3,1,0,140,140,1,50,Not Fraud,2023,1,13,0,45
0,0,0,300,300,1,45,Not Fraud,2023,1,14,3,15
1,1,2,70,60,1,55,Fraud,2023,1,15,5,30
2,1,2,0,0,1,48,Not Fraud,2023,1,16,7,45
5,1,0,300,300,1,60,Not Fraud,2023,1,17,10,15
6,0,1,120,70,1,42,Fraud,2023,1,18,12,30
4,1,1,110,110,1,57,Not Fraud,2023,1,19,14,45
3,0,0,140,140,1,49,Not Fraud,2023,1,20,17,15
0,1,0,300,300,1,52,Not Fraud,2023,1,21,19,30
1,0,2,70,70,1,46,Not Fraud,2023,1,22,21,45
2,1,2,0,0,1,58,Not Fraud,2023,1,24,0,15
5,0,0,300,120,1,53,Fraud,2023,1,25,2,30
6,1,1,120,120,1,47,Not Fraud,2023,1,26,4,45
4,0,1,110,110,1,51,Not Fraud,2023,1,27,7,15
3,1,0,140,100,1,44,Fraud,2023,1,28,9,30
0,0,0,300,300,1,59,Not Fraud,2023,1,29,11,45
1,1,2,70,70,1,54,Not Fraud,2023,1,30,14,15
2,1,2,0,0,1,43,Not Fraud,2023,1,31,16,30
5,1,0,300,300,1,56,Not Fraud,2023,2,1,18,45
6,0,1,120,120,1,50,Not Fraud,2023,2,2,21,15
4,1,1,110,110,1,45,Not Fraud,2023,2,3,23,30
3,0,0,140,140,1,55,Not Fraud,2023,2,5,1,45
0,1,0,300,300,1,48,Not Fraud,2023,2,6,4,15
1,0,2,70,70,1,60,Not Fraud,2023,2,7,6,30
2,1,2,0,0,1,42,Not Fraud,2023,2,8,8,45
5,0,0,300,300,1,57,Not Fraud,2023,2,9,11,15
6,1,1,120,100,1,49,Fraud,2023,2,10,13,30
4,0,1,110,110,1,52,Not Fraud,2023,2,11,15,45
3,1,0,140,140,1,46,Not Fraud,2023,2,12,18,15
0,0,0,300,300,1,58,Not Fraud,2023,2,13,20,30
1,1,2,70,70,1,53,Not Fraud,2023,2,15,22,45
2,1,2,0,0,1,47,Not Fraud,2023,2,17,1,15
5,1,0,300,300,1,51,Not Fraud,2023,2,18,3,30
6,0,1,120,120,1,44,Not Fraud,2023,2,19,5,45
4,1,1,110,110,1,59,Not Fraud,2023,2,20,8,15
3,0,0,140,140,1,54,Not Fraud,2023,2,21,10,30
0,1,0,300,300,1,43,Not Fraud,2023,2,22,12,45
1,0,2,70,70,1,56,Not Fraud,2023,2,23,15,15
2,1,2,0,0,1,50,Not Fraud,2023,2,24,17,30
5,0,0,300,300,1,45,Not Fraud,2023,2,25,19,45
6,1,1,120,120,1,55,Not Fraud,2023,2,26,22,15
4,0,1,110,70,1,48,Fraud,2023,2,28,0,30
3,1,0,140,140,1,60,Not Fraud,2023,1,3,18,30
0,0,0,300,300,1,42,Not Fraud,2023,1,4,3,20
1,1,2,70,70,1,57,Not Fraud,2023,1,5,9,10
2,1,2,0,0,1,49,Not Fraud,2023,1,6,14,55
5,1,0,300,300,1,52,Not Fraud,2023,1,7,21,40
6,0,1,120,120,1,46,Not Fraud,2023,1,8,6,25
4,1,1,110,110,1,58,Not Fraud,2023,1,9,11,12
3,0,0,140,140,1,53,Not Fraud,2023,1,10,17,5
0,1,0,300,300,1,47,Not Fraud,2023,4,11,10,20
1,0,2,70,70,1,51,Not Fraud,2023,4,12,16,15
2,1,2,0,0,1,44,Not Fraud,2023,4,13,22,5
5,0,0,300,300,1,59,Not Fraud,2023,4,14,3,50
6,1,1,120,120,1,54,Not Fraud,2023,4,15,9,40
4,0,1,110,110,1,43,Not Fraud,2023,4,16,15,35
3,1,0,140,140,1,56,Not Fraud,2023,4,17,22,20
0,0,0,300,300,1,50,Not Fraud,2023,4,18,4,10
1,1,2,70,90,1,45,Fraud,2023,4,19,10,0
2,1,2,0,0,1,55,Not Fraud,2023,4,20,15,45
5,1,0,300,120,1,48,Fraud,2023,4,21,21,35
6,0,1,120,90,1,60,Fraud,2023,4,22,4,20
4,1,1,110,70,1,42,Fraud,2023,4,23,10,10
3,0,0,140,140,1,57,Not Fraud,2023,4,24,16,0
0,1,0,300,300,1,49,Not Fraud,2023,4,25,21,45
1,0,2,70,70,1,52,Not Fraud,2023,4,26,4,30
2,1,2,0,0,1,46,Not Fraud,2023,4,27,10,15
5,0,0,300,300,1,58,Not Fraud,2023,4,28,17,0
6,1,1,120,120,1,53,Not Fraud,2023,4,29,22,50
4,0,1,110,110,1,47,Not Fraud,2023,4,30,5,35
3,1,0,140,140,1,51,Not Fraud,2023,5,1,11,25
0,0,0,300,300,1,44,Not Fraud,2023,5,2,17,20
1,1,2,70,70,1,59,Not Fraud,2023,5,3,23,5
2,1,2,0,0,1,54,Not Fraud,2023,5,4,5,0
5,1,0,300,300,1,43,Not Fraud,2023,5,5,10,45
6,0,1,120,120,1,56,Not Fraud,2023,5,6,16,35
4,1,1,110,110,1,50,Not Fraud,2023,5,7,1,20
3,0,0,140,140,1,45,Not Fraud,2023,5,8,7,10
0,1,0,300,300,1,55,Not Fraud,2023,5,9,13,5
1,0,2,70,70,1,48,Not Fraud,2023,5,10,18,50
2,1,2,0,0,1,60,Not Fraud,2023,5,11,1,35
5,0,0,300,300,1,65,Not Fraud,2023,5,12,7,25
6,1,1,120,90,1,78,Fraud,2023,5,13,13,20
4,0,1,110,110,1,53,Not Fraud,2023,5,14,20,5
3,1,0,140,110,1,92,Fraud,2023,5,15,1,55
0,0,0,300,300,1,60,Not Fraud,2023,5,16,7,40
1,1,2,70,70,1,105,Not Fraud,2023,5,17,13,30
2,1,2,0,0,1,70,Not Fraud,2023,5,18,19,25
5,1,0,300,300,1,88,Not Fraud,2023,5,19,2,10
6,0,1,120,70,1,45,Fraud,2023,5,20,8,0
4,1,1,110,110,1,72,Not Fraud,2023,5,21,13,50
3,0,0,140,140,1,58,Not Fraud,2023,5,22,20,35
0,1,0,300,300,1,81,Not Fraud,2023,5,23,3,20
1,0,2,70,80,1,67,Fraud,2023,5,24,9,15
2,1,2,0,0,1,98,Not Fraud,2023,5,25,16,0
5,0,0,300,300,1,50,Not Fraud,2023,5,27,4,35
6,1,1,120,120,1,75,Not Fraud,2023,5,28,10,30
4,0,1,110,110,1,62,Not Fraud,2023,5,29,16,20
3,1,0,140,140,1,84,Not Fraud,2023,5,30,23,5
0,0,0,300,300,1,55,Not Fraud,2023,5,31,4,50
1,1,2,70,70,1,80,Not Fraud,2023,6,1,10,40
2,1,2,0,0,1,68,Not Fraud,2023,6,2,16,30
5,1,0,300,120,1,90,Fraud,2023,6,3,23,15
6,0,1,120,120,1,48,Not Fraud,2023,6,4,5,5
4,1,1,110,110,1,77,Not Fraud,2023,6,5,10,50
3,0,0,140,140,1,63,Not Fraud,2023,6,6,16,40
0,1,0,300,300,1,87,Not Fraud,2023,6,7,1,25
1,0,2,70,0,1,52,Fraud,2023,6,8,7,10
2,1,2,0,0,1,95,Not Fraud,2023,6,9,12,55
5,0,0,300,300,1,73,Not Fraud,2023,6,10,18,45
6,1,1,120,120,1,82,Not Fraud,2023,6,11,0,35
4,0,1,110,110,1,57,Not Fraud,2023,6,12,7,20
3,1,0,140,140,1,96,Not Fraud,2023,6,13,13,10
0,0,0,300,300,1,66,Not Fraud,2023,6,14,19,5
1,1,2,70,70,1,89,Not Fraud,2023,6,15,1,55
2,1,2,0,0,1,51,Not Fraud,2023,6,16,7,40
5,1,0,300,300,1,76,Not Fraud,2023,6,17,13,30
6,0,1,120,120,1,61,Not Fraud,2023,6,18,20,15
4,1,1,110,110,1,85,Not Fraud,2023,6,19,2,5
3,0,0,140,140,1,74,Not Fraud,2023,6,20,7,50
0,1,0,300,300,1,93,Not Fraud,2023,6,21,13,40
1,0,2,70,70,1,49,Not Fraud,2023,6,22,20,25
2,1,2,0,0,1,83,Not Fraud,2023,6,23,3,10
5,0,0,300,300,1,59,Not Fraud,2023,6,24,9,0
6,1,1,120,60,1,91,Fraud,2023,6,25,14,55
4,0,1,110,110,1,71,Not Fraud,2023,6,26,21,40
3,1,0,140,110,1,86,Fraud,2023,6,27,4,30
0,0,0,300,300,1,56,Not Fraud,2023,6,28,10,20
1,1,2,70,70,1,79,Not Fraud,2023,6,29,16,5
2,1,2,0,0,1,64,Not Fraud,2023,6,30,21,55
5,1,0,300,110,1,97,Fraud,2023,7,1,4,40
6,0,1,120,120,1,69,Not Fraud,2023,7,2,10,30
4,1,1,110,110,1,94,Not Fraud,2023,7,3,17,15
3,0,0,140,140,1,54,Not Fraud,2023,7,4,23,5
0,1,0,300,300,1,81,Not Fraud,2023,7,5,4,50
1,0,2,70,70,1,65,Not Fraud,2023,7,6,10,35
2,1,2,0,0,1,92,Not Fraud,2023,7,7,16,25
5,0,0,300,300,1,50,Not Fraud,2023,7,8,23,10
6,1,1,120,120,1,75,Not Fraud,2023,7,9,5,0
4,0,1,110,110,1,58,Not Fraud,2023,7,10,10,50
3,1,0,140,140,1,89,Not Fraud,2023,7,11,16,45
0,0,0,300,300,1,44,Not Fraud,2023,7,12,22,30
1,1,2,70,70,1,78,Not Fraud,2023,7,13,5,15
2,1,2,0,0,1,67,Not Fraud,2023,7,14,11,5
5,1,0,300,300,1,95,Not Fraud,2023,7,15,16,55
6,0,1,120,120,1,55,Not Fraud,2023,7,16,23,40
4,1,1,110,110,1,80,Not Fraud,2023,7,17,5,30
3,0,0,140,140,1,62,Not Fraud,2023,7,18,11,20
0,1,0,300,300,1,87,Not Fraud,2023,7,19,18,5
1,0,2,70,70,1,47,Not Fraud,2023,7,20,2,0
2,1,2,0,0,1,73,Not Fraud,2023,7,21,7,45
5,0,0,300,300,1,68,Not Fraud,2023,7,22,13,35
6,1,1,120,70,1,91,Fraud,2023,7,23,19,30
4,0,1,110,110,1,53,Not Fraud,2023,7,24,2,15
3,1,0,140,140,1,82,Not Fraud,2023,7,25,8,5
0,0,0,300,300,1,56,Not Fraud,2023,7,26,13,55
1,1,2,70,70,1,84,Not Fraud,2023,7,27,20,40
2,1,2,0,0,1,69,Not Fraud,2023,7,28,2,30
5,1,0,300,300,1,94,Not Fraud,2023,7,30,14,5
6,0,1,120,120,1,49,Not Fraud,2023,7,31,20,50
4,1,1,110,110,1,76,Not Fraud,2023,8,1,3,35
3,0,0,140,120,1,63,Fraud,2023,8,2,9,25
0,1,0,300,300,1,88,Not Fraud,2023,8,3,16,10
1,0,2,70,70,1,74,Not Fraud,2023,8,4,21,55
2,1,2,0,0,1,96,Not Fraud,2023,8,5,4,45
5,0,0,300,300,1,61,Not Fraud,2023,8,6,10,40
6,1,1,120,120,1,85,Not Fraud,2023,8,7,16,30
4,0,1,115,115,4,52,Not Fraud,2023,8,8,23,15
3,1,0,145,145,4,79,Not Fraud,2023,8,9,5,5
0,0,0,330,330,4,66,Not Fraud,2023,8,10,10,55
1,1,2,90,90,4,90,Not Fraud,2023,8,11,16,40
2,1,2,0,0,4,48,Not Fraud,2023,8,12,22,30
5,1,0,330,115,4,77,Fraud,2023,8,13,4,15
6,0,1,125,125,4,60,Not Fraud,2023,8,14,10,5
4,1,1,115,90,4,83,Fraud,2023,8,15,15,50
3,0,0,145,145,4,71,Not Fraud,2023,8,16,22,35
0,1,0,330,330,4,97,Not Fraud,2023,8,17,4,25
1,0,2,90,90,4,46,Not Fraud,2023,8,18,10,15
2,1,2,0,0,4,81,Not Fraud,2023,8,19,16,0
5,0,0,330,330,4,64,Not Fraud,2023,8,20,21,50
6,1,1,125,125,4,93,Not Fraud,2023,8,21,4,35
4,0,1,115,115,4,57,Not Fraud,2023,8,22,10,25
3,1,0,145,125,4,86,Fraud,2023,8,23,16,20
0,0,0,330,330,4,55,Not Fraud,2023,8,24,23,5
1,1,2,90,90,4,82,Not Fraud,2023,8,25,4,50
2,1,2,0,0,4,63,Not Fraud,2023,8,26,10,40
5,1,0,330,330,4,90,Not Fraud,2023,8,27,16,30
6,0,1,125,90,4,48,Fraud,2023,8,28,23,15
4,1,1,115,115,4,76,Not Fraud,2023,8,29,5,5
3,0,0,145,145,4,58,Not Fraud,2023,8,30,10,50
0,1,0,330,330,4,87,Not Fraud,2023,8,31,17,35
1,0,2,90,0,4,67,Fraud,2023,9,1,1,25
2,1,2,0,0,4,94,Not Fraud,2023,9,2,7,20
5,0,0,330,330,4,71,Not Fraud,2023,9,3,14,5
6,1,1,125,125,4,89,Not Fraud,2023,9,4,19,55
4,0,1,115,60,4,52,Fraud,2023,9,5,2,40
3,1,0,145,145,4,79,Not Fraud,2023,9,6,8,30
0,0,0,330,330,4,66,Not Fraud,2023,9,7,14,25
1,1,2,90,90,4,95,Not Fraud,2023,9,8,21,10
2,1,2,0,0,4,44,Not Fraud,2023,9,9,2,55
5,1,0,330,330,4,78,Not Fraud,2023,9,10,8,45
6,0,1,125,125,4,61,Not Fraud,2023,9,11,15,30
4,1,1,115,115,4,85,Not Fraud,2023,9,12,21,20
3,0,0,145,145,4,49,Not Fraud,2023,9,13,4,5
0,1,0,330,330,4,74,Not Fraud,2023,9,14,9,50
1,0,2,90,90,4,69,Not Fraud,2023,9,15,15,40
2,1,2,0,0,4,92,Not Fraud,2023,9,16,22,25
5,0,0,330,330,4,57,Not Fraud,2023,9,17,4,15
6,1,1,125,125,4,83,Not Fraud,2023,9,18,10,0
4,0,1,115,115,4,68,Not Fraud,2023,9,19,15,50
3,1,0,145,125,4,96,Fraud,2023,9,20,22,35
0,0,0,330,90,4,46,Fraud,2023,9,21,5,20
1,1,2,90,90,4,81,Not Fraud,2023,9,22,11,10
2,1,2,0,0,4,60,Not Fraud,2023,9,23,17,0
5,1,0,330,330,4,88,Not Fraud,2023,9,24,0,45
6,0,1,125,115,4,53,Fraud,2023,9,25,6,35
4,1,1,115,115,4,77,Not Fraud,2023,9,26,12,30
3,0,0,145,145,4,64,Not Fraud,2023,9,28,1,0
0,1,0,330,330,4,91,Not Fraud,2023,9,29,6,45
1,0,2,90,90,4,50,Not Fraud,2023,9,30,12,35
2,1,2,0,0,4,75,Not Fraud,2023,10,1,18,30
5,0,0,330,330,4,59,Not Fraud,2023,10,2,1,15
6,1,1,125,125,4,84,Not Fraud,2023,10,3,7,5
4,0,1,115,115,4,66,Not Fraud,2023,10,4,12,55
3,1,0,145,145,4,93,Not Fraud,2023,10,5,19,40
0,0,0,330,330,4,45,Not Fraud,2023,10,6,1,30
1,1,2,90,90,4,80,Not Fraud,2023,10,7,7,15
2,1,2,0,0,4,62,Not Fraud,2023,10,8,13,5
5,1,0,330,330,4,86,Not Fraud,2023,10,9,19,50
6,0,1,125,125,4,51,Not Fraud,2023,10,10,2,35
4,1,1,115,115,4,73,Not Fraud,2023,10,11,8,25
3,0,0,145,115,4,56,Fraud,2023,10,12,15,10
0,1,0,330,330,4,82,Not Fraud,2023,10,13,21,0
1,0,2,90,0,4,70,Fraud,2023,10,14,2,45
2,1,2,0,0,4,97,Not Fraud,2023,10,15,8,35
5,0,0,330,90,4,47,Fraud,2023,1,9,4,5
6,1,1,125,125,4,84,Not Fraud,2023,1,10,9,55
4,0,1,115,115,4,65,Not Fraud,2023,1,11,16,40
3,1,0,145,145,4,92,Not Fraud,2023,1,12,22,30
0,0,0,330,330,4,53,Not Fraud,2023,1,13,5,15
1,1,2,90,90,4,79,Not Fraud,2023,1,14,11,5
2,1,2,0,0,4,61,Not Fraud,2023,1,15,17,50
5,1,0,330,115,4,89,Fraud,2023,1,16,0,35
6,0,1,125,125,4,44,Not Fraud,2023,1,17,6,25
4,1,1,115,90,4,78,Fraud,2023,12,25,8,5
3,0,0,145,145,4,67,Not Fraud,2023,12,26,13,55
0,1,0,330,330,4,95,Not Fraud,2023,12,27,20,40
1,0,2,90,90,4,55,Not Fraud,2023,12,28,2,30
2,1,2,0,0,4,80,Not Fraud,2023,12,29,8,20
5,0,0,330,330,4,62,Not Fraud,2023,12,30,15,5
6,1,1,125,125,4,87,Not Fraud,2023,12,31,20,55
4,0,1,115,115,4,47,Not Fraud,2023,1,1,3,40
3,1,0,145,145,4,73,Not Fraud,2023,1,2,9,30
0,0,0,330,60,4,68,Fraud,2023,1,3,16,15
1,1,2,90,90,4,91,Not Fraud,2023,1,4,22,0
2,1,2,0,0,4,52,Not Fraud,2023,1,5,3,45
5,1,0,330,125,4,82,Fraud,2023,1,6,9,35
6,0,1,125,125,4,56,Not Fraud,2023,1,7,15,30
4,1,1,115,115,4,84,Not Fraud,2023,1,8,22,15
3,0,0,145,115,4,69,Fraud,2023,12,13,6,35
